timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
825.773000,-0.290223,0.336732,-0.023092,0.723705,3.054720,0.012335,0.000007,-0.000032,-0.000012,-0.000119,-0.000026,-0.000001,-0.327810,0.067068,-0.048432,0.001922,-0.002748,0.006991
825.775000,-0.290227,0.336689,-0.023111,0.723696,3.054683,0.012191,0.000007,-0.000031,-0.000012,-0.000117,-0.000026,-0.000001,0.055187,0.236334,0.116785,-0.006164,0.003872,-0.001632
825.777000,-0.290201,0.336686,-0.023131,0.723734,3.054598,0.012162,0.000007,-0.000031,-0.000012,-0.000115,-0.000025,-0.000001,0.050335,-0.095432,-0.005801,0.002596,0.001740,0.004024
825.779000,-0.290192,0.336708,-0.023126,0.723812,3.054603,0.012180,0.000007,-0.000030,-0.000011,-0.000113,-0.000025,-0.000001,0.153651,0.357917,-0.102302,-0.007626,0.002023,-0.001492
825.781000,-0.290195,0.336699,-0.023115,0.723793,3.054606,0.012207,0.000007,-0.000030,-0.000011,-0.000111,-0.000025,-0.000001,-0.085749,0.193458,-0.048327,-0.006621,-0.000159,0.003744
825.783000,-0.290200,0.336672,-0.023137,0.723695,3.054599,0.012146,0.000007,-0.000029,-0.000011,-0.000109,-0.000024,-0.000001,0.240398,0.068638,-0.133903,-0.000424,0.007646,0.003218
825.785000,-0.290205,0.336708,-0.023102,0.723729,3.054658,0.012282,0.000007,-0.000029,-0.000011,-0.000107,-0.000024,-0.000001,-0.053316,0.175145,-0.117933,-0.002858,0.001873,0.002761
825.787000,-0.290199,0.336687,-0.023121,0.723741,3.054628,0.012195,0.000007,-0.000028,-0.000011,-0.000105,-0.000024,-0.000001,-0.405220,0.152784,-0.098627,-0.005226,-0.006635,0.008112
825.789000,-0.290193,0.336721,-0.023098,0.723756,3.054609,0.012353,0.000006,-0.000028,-0.000011,-0.000103,-0.000024,-0.000001,0.259886,0.207773,-0.266637,-0.002145,0.004628,0.002414
825.791000,-0.290207,0.336696,-0.023119,0.723764,3.054648,0.012216,0.000006,-0.000027,-0.000010,-0.000101,-0.000023,-0.000001,0.376227,0.174753,-0.117490,-0.002103,0.008208,-0.002625
825.793000,-0.290201,0.336692,-0.023121,0.723776,3.054613,0.012181,0.000006,-0.000027,-0.000010,-0.000100,-0.000023,-0.000001,0.140651,0.202963,-0.081923,-0.002764,0.002012,0.004298
825.795000,-0.290185,0.336682,-0.023128,0.723725,3.054560,0.012206,0.000006,-0.000026,-0.000010,-0.000098,-0.000023,-0.000001,-0.026609,0.246655,-0.079978,-0.003727,-0.002314,0.002286
825.797000,-0.290192,0.336728,-0.023104,0.723833,3.054604,0.012316,0.000006,-0.000026,-0.000010,-0.000097,-0.000022,-0.000001,0.274707,0.128082,0.082850,-0.002490,0.009454,0.000512
825.799000,-0.290212,0.336690,-0.023116,0.723744,3.054643,0.012226,0.000006,-0.000026,-0.000010,-0.000095,-0.000022,-0.000001,-0.027236,0.075660,-0.126146,0.002368,-0.000793,0.003225
825.801000,-0.290198,0.336696,-0.023124,0.723794,3.054608,0.012181,0.000006,-0.000025,-0.000010,-0.000094,-0.000022,-0.000001,0.280080,0.165440,-0.064370,0.000372,0.008320,-0.000475
825.803000,-0.290178,0.336678,-0.023127,0.723758,3.054538,0.012177,0.000006,-0.000025,-0.000009,-0.000092,-0.000022,-0.000001,0.230464,0.307795,-0.113419,-0.003570,0.006568,-0.001906
825.805000,-0.290212,0.336703,-0.023109,0.723783,3.054640,0.012241,0.000006,-0.000024,-0.000009,-0.000091,-0.000021,-0.000001,-0.049237,0.046381,-0.013363,-0.001294,-0.001338,0.008133
825.807000,-0.290205,0.336696,-0.023118,0.723686,3.054639,0.012223,0.000006,-0.000024,-0.000009,-0.000089,-0.000021,-0.000001,0.025459,-0.111262,-0.171450,0.004266,-0.000770,0.004577
825.809000,-0.290189,0.336694,-0.023126,0.723796,3.054617,0.012169,0.000006,-0.000024,-0.000009,-0.000088,-0.000021,-0.000001,0.588223,0.104876,0.050001,-0.003142,0.015142,-0.003494
825.811000,-0.290208,0.336685,-0.023118,0.723740,3.054623,0.012248,0.000006,-0.000023,-0.000009,-0.000087,-0.000021,-0.000001,-0.359206,0.144541,-0.085616,-0.000564,-0.008318,0.004586
