timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
858.355000,-0.293011,0.341085,-0.023299,-0.769318,-2.944230,-0.016917,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.180016,-0.024526,0.138292,-0.000848,0.001328,-0.003186
858.357000,-0.293006,0.341067,-0.023320,-0.769309,-2.944256,-0.016809,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.337117,-0.246906,-0.061537,0.005067,0.003593,-0.002853
858.359000,-0.293000,0.341094,-0.023311,-0.769354,-2.944223,-0.016856,-0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.000001,-0.114895,-0.151662,0.083645,0.005229,-0.010525,-0.002944
858.361000,-0.292997,0.341066,-0.023332,-0.769370,-2.944258,-0.016804,-0.000074,-0.000029,0.000006,-0.000485,0.000422,-0.004059,0.015109,0.151607,0.240360,0.000462,-0.006249,-0.001825
858.363000,-0.293010,0.341095,-0.023300,-0.769350,-2.944207,-0.016946,-0.000119,-0.000939,-0.000412,-0.002411,0.001250,-0.005438,0.176860,0.066174,0.093315,0.002729,0.005681,-0.001475
858.365000,-0.293007,0.341069,-0.023319,-0.769344,-2.944240,-0.016820,-0.000317,-0.001250,-0.000507,-0.003017,0.002097,-0.003969,-0.591824,-0.097182,0.191753,0.008707,0.000096,0.008649
858.367000,-0.293007,0.341079,-0.023320,-0.769407,-2.944203,-0.016800,-0.000248,-0.000965,-0.000390,-0.002264,0.001602,-0.002340,-0.172088,-0.233804,0.262052,0.006105,0.013698,0.000095
858.369000,-0.293008,0.341085,-0.023313,-0.769367,-2.944204,-0.016880,-0.000193,-0.000770,-0.000313,-0.001777,0.001253,-0.001582,-0.347105,-0.089304,0.232255,-0.003024,0.006976,0.004043
858.371000,-0.293028,0.341073,-0.023316,-0.769310,-2.944201,-0.016792,-0.000141,-0.000633,-0.000262,-0.001422,0.000959,-0.001000,-0.047946,-0.251013,0.057431,-0.002406,-0.001969,0.002468
858.373000,-0.293018,0.341074,-0.023310,-0.769299,-2.944227,-0.016841,-0.000062,-0.000520,-0.000229,-0.001141,0.000605,-0.000950,0.382144,-0.473188,0.057643,0.001243,-0.001224,0.000777
858.375000,-0.293020,0.341108,-0.023299,-0.769357,-2.944175,-0.016915,-0.000042,-0.000450,-0.000201,-0.000979,0.000483,-0.000816,0.114717,-0.320968,-0.228275,-0.000839,-0.010273,0.000514
858.377000,-0.293024,0.341081,-0.023302,-0.769341,-2.944184,-0.016871,-0.000031,-0.000397,-0.000180,-0.000859,0.000406,-0.000704,-0.022317,-0.356817,0.031659,-0.003683,-0.007644,0.000863
858.379000,-0.293011,0.341073,-0.023322,-0.769382,-2.944190,-0.016780,-0.000024,-0.000356,-0.000162,-0.000766,0.000350,-0.000618,0.044454,-0.287958,0.273371,-0.007580,0.005027,-0.000058
858.381000,-0.293025,0.341075,-0.023308,-0.769325,-2.944193,-0.016833,-0.000019,-0.000323,-0.000147,-0.000691,0.000308,-0.000551,-0.022940,-0.300052,0.267297,-0.007491,0.003787,0.002571
858.383000,-0.293003,0.341091,-0.023307,-0.769340,-2.944239,-0.016889,-0.000016,-0.000295,-0.000135,-0.000630,0.000274,-0.000497,0.052816,-0.361772,-0.090554,-0.002916,-0.001570,0.000170
858.385000,-0.293017,0.341102,-0.023302,-0.769344,-2.944193,-0.016887,-0.000013,-0.000272,-0.000125,-0.000579,0.000247,-0.000453,0.119547,-0.194012,-0.069051,0.000343,-0.007752,0.002566
858.387000,-0.292997,0.341081,-0.023325,-0.769417,-2.944238,-0.016818,-0.000011,-0.000252,-0.000116,-0.000535,0.000225,-0.000416,-0.116963,-0.248391,-0.023456,0.004677,-0.015656,0.004279
858.389000,-0.293009,0.341102,-0.023306,-0.769361,-2.944192,-0.016912,-0.000009,-0.000235,-0.000109,-0.000498,0.000206,-0.000384,-0.370432,-0.199527,0.048001,0.003185,-0.008795,0.007103
858.391000,-0.293029,0.341081,-0.023307,-0.769275,-2.944216,-0.016844,-0.000008,-0.000220,-0.000102,-0.000465,0.000191,-0.000357,-0.117419,0.092980,0.136302,-0.006260,0.005271,-0.002769
858.393000,-0.293011,0.341079,-0.023318,-0.769334,-2.944220,-0.016866,-0.000021,-0.000212,-0.000095,-0.000457,0.000229,-0.000330,-0.153064,-0.181070,0.224161,0.001624,0.008614,0.002533
858.395000,-0.293013,0.341084,-0.023315,-0.769354,-2.944222,-0.016851,-0.000020,-0.000200,-0.000089,-0.000432,0.000217,-0.000310,0.236324,0.085369,0.273023,-0.000580,0.007470,-0.002281
