timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
939.867000,-0.289834,0.338947,-0.020602,-1.061033,-2.937875,0.105660,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.006906,-0.115074,-0.180434,0.003627,-0.002333,-0.006363
939.869000,-0.289846,0.338964,-0.020589,-1.060974,-2.937880,0.105632,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.083386,0.288924,-0.167753,-0.004840,-0.000936,-0.007831
939.871000,-0.289834,0.338959,-0.020587,-1.061066,-2.937855,0.105646,0.000000,0.000000,-0.000000,0.000000,-0.000000,0.000000,-0.602970,-0.147188,-0.078159,0.005752,-0.005223,-0.003492
939.873000,-0.289846,0.338948,-0.020573,-1.061087,-2.937808,0.105626,0.000949,0.000369,-0.000058,0.001380,-0.003518,0.000158,-0.317351,0.105882,-0.131716,-0.008071,0.006853,-0.008965
939.875000,-0.289829,0.338977,-0.020586,-1.061113,-2.937823,0.105614,0.001315,0.000512,-0.000080,0.001911,-0.004875,0.000218,-0.282228,0.108327,-0.125376,-0.010194,0.002224,-0.001700
939.877000,-0.289819,0.338960,-0.020593,-1.061157,-2.937834,0.105632,0.001263,0.000492,-0.000077,0.001836,-0.004682,0.000210,0.313821,-0.239700,-0.054409,-0.000984,0.006348,-0.006584
939.879000,-0.289839,0.338960,-0.020577,-1.061096,-2.937832,0.105617,0.001095,0.000427,-0.000067,0.001593,-0.004061,0.000182,-0.284209,0.142996,-0.093442,-0.003421,-0.009485,-0.006430
939.881000,-0.289828,0.338965,-0.020587,-1.061080,-2.937839,0.105656,0.000859,0.000334,-0.000052,0.001249,-0.003185,0.000143,0.179958,0.389331,-0.087747,-0.006789,0.001490,-0.012531
939.883000,-0.289822,0.338957,-0.020594,-1.061081,-2.937897,0.105637,0.000710,0.000277,-0.000043,0.001033,-0.002634,0.000118,-0.286563,0.199224,-0.044457,-0.002294,-0.004528,-0.002507
939.885000,-0.289832,0.338964,-0.020590,-1.061065,-2.937858,0.105619,0.000514,0.000200,-0.000031,0.000747,-0.001905,0.000085,-0.429165,0.014405,-0.109446,-0.000490,-0.001890,-0.004311
939.887000,-0.289813,0.338952,-0.020590,-1.061088,-2.937866,0.105620,0.000425,0.000165,-0.000026,0.000617,-0.001575,0.000071,-0.282217,0.182951,-0.013700,-0.008044,-0.008858,-0.006007
939.889000,-0.289819,0.338955,-0.020592,-1.061042,-2.937898,0.105650,0.000355,0.000138,-0.000022,0.000517,-0.001317,0.000059,0.213689,0.093726,-0.009776,0.000766,-0.001275,-0.008643
939.891000,-0.289828,0.338977,-0.020576,-1.061084,-2.937853,0.105593,0.000291,0.000113,-0.000018,0.000423,-0.001080,0.000048,0.040948,0.217719,-0.040948,0.003721,-0.009974,-0.005591
939.893000,-0.289821,0.338978,-0.020576,-1.061130,-2.937818,0.105590,0.000246,0.000096,-0.000015,0.000357,-0.000911,0.000041,0.360224,0.379071,-0.145076,0.000627,0.000936,-0.010676
939.895000,-0.289825,0.338964,-0.020585,-1.061080,-2.937842,0.105631,0.000213,0.000083,-0.000013,0.000309,-0.000788,0.000035,-0.117629,0.168576,-0.140917,0.005807,-0.002438,-0.004134
939.897000,-0.289811,0.338960,-0.020592,-1.061177,-2.937835,0.105620,0.000187,0.000073,-0.000011,0.000272,-0.000695,0.000031,0.081867,0.177219,-0.139549,-0.002118,-0.001058,-0.011678
939.899000,-0.289829,0.338989,-0.020581,-1.061077,-2.937842,0.105538,0.000167,0.000065,-0.000010,0.000243,-0.000621,0.000028,-0.324075,-0.093955,-0.032161,0.003828,-0.004803,-0.000798
939.901000,-0.289812,0.338955,-0.020585,-1.061131,-2.937864,0.105677,0.000151,0.000059,-0.000009,0.000220,-0.000561,0.000025,0.032220,-0.021071,0.131932,0.001441,-0.002826,-0.004460
939.903000,-0.289832,0.338969,-0.020585,-1.061095,-2.937829,0.105617,0.000138,0.000054,-0.000008,0.000201,-0.000512,0.000023,0.177022,0.138273,0.010156,-0.001141,-0.000259,-0.005343
939.905000,-0.289840,0.338983,-0.020568,-1.061068,-2.937818,0.105548,0.000127,0.000049,-0.000008,0.000185,-0.000471,0.000021,-0.041575,0.033427,-0.080620,0.002942,-0.000899,-0.006474
939.907000,-0.289832,0.338973,-0.020578,-1.061115,-2.937835,0.105579,0.000118,0.000046,-0.000007,0.000171,-0.000436,0.000020,-0.175698,-0.012900,-0.074459,-0.000137,-0.001820,-0.000733
939.909000,-0.289820,0.338962,-0.020586,-1.061104,-2.937851,0.105634,0.000109,0.000043,-0.000007,0.000159,-0.000406,0.000018,-0.158222,-0.044589,0.029554,-0.000137,0.002392,-0.007947
939.911000,-0.289812,0.338981,-0.020590,-1.061153,-2.937823,0.105618,0.000102,0.000040,-0.000006,0.000149,-0.000379,0.000017,0.101038,-0.372104,-0.041190,0.002707,0.005644,-0.006626
939.913000,-0.289825,0.338970,-0.020581,-1.061101,-2.937847,0.105594,0.000096,0.000037,-0.000006,0.000140,-0.000356,0.000016,-0.221292,-0.072289,-0.004533,0.002186,-0.002203,-0.005346
