timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
900.901000,-0.294946,0.342831,-0.028197,1.024670,2.958337,-0.082473,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.422010,-0.034341,0.100145,-0.001222,-0.009858,-0.002299
900.903000,-0.294908,0.342853,-0.028211,1.024798,2.958258,-0.082421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.092948,-0.193546,0.131664,0.008416,-0.002917,0.001733
900.905000,-0.294924,0.342844,-0.028196,1.024718,2.958313,-0.082405,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.274866,0.140186,0.172323,-0.000929,-0.012438,0.003626
900.907000,-0.294912,0.342843,-0.028210,1.024862,2.958264,-0.082486,-0.000503,-0.000211,0.000016,-0.000785,0.001863,-0.000096,-0.358068,-0.072933,0.169152,0.001848,-0.017032,0.004891
900.909000,-0.294923,0.342843,-0.028213,1.024823,2.958260,-0.082515,-0.001892,0.001113,0.000947,0.000822,0.005618,-0.000227,-0.205554,0.002673,0.004196,-0.005159,-0.013572,0.005267
900.911000,-0.294940,0.342826,-0.028211,1.024758,2.958301,-0.082540,-0.001849,0.000840,0.000810,0.000312,0.005672,-0.000239,-0.289011,-0.377029,-0.064152,-0.009333,-0.017465,0.006171
900.913000,-0.294906,0.342837,-0.028217,1.024764,2.958265,-0.082514,-0.001664,0.000647,0.000678,0.000065,0.005184,-0.000223,-0.149864,-0.551318,0.013965,-0.009925,-0.012209,0.006697
900.915000,-0.294917,0.342824,-0.028223,1.024779,2.958248,-0.082528,-0.001317,0.000590,0.000573,0.000206,0.004046,-0.000171,0.031303,-0.280958,0.056979,-0.010266,-0.003301,-0.000912
900.917000,-0.294922,0.342832,-0.028211,1.024828,2.958275,-0.082512,-0.000990,0.000514,0.000464,0.000295,0.002991,-0.000124,-0.146532,-0.003965,0.136815,-0.003079,0.000734,0.001331
900.919000,-0.294925,0.342843,-0.028208,1.024811,2.958282,-0.082540,-0.000791,0.000444,0.000386,0.000300,0.002364,-0.000096,-0.393428,0.378391,0.098414,-0.000550,-0.001321,0.002835
900.921000,-0.294926,0.342860,-0.028202,1.024836,2.958302,-0.082497,-0.000630,0.000400,0.000329,0.000332,0.001850,-0.000074,-0.695759,0.519759,0.056689,0.006649,-0.006617,0.000657
900.923000,-0.294931,0.342848,-0.028217,1.024772,2.958287,-0.082499,-0.000432,0.000401,0.000284,0.000478,0.001175,-0.000042,-0.345677,0.259474,0.258820,0.007782,0.006486,0.002416
900.925000,-0.294930,0.342830,-0.028218,1.024741,2.958307,-0.082538,-0.000287,0.000398,0.000251,0.000579,0.000684,-0.000018,-0.463502,0.175773,0.186447,0.006480,-0.002036,0.002512
900.927000,-0.294931,0.342859,-0.028201,1.024838,2.958308,-0.082483,-0.000234,0.000244,0.000167,0.000312,0.000617,-0.000021,0.014972,0.192254,0.322946,-0.000389,0.009316,-0.001797
900.929000,-0.294935,0.342847,-0.028205,1.024769,2.958332,-0.082512,-0.000208,0.000217,0.000148,0.000278,0.000549,-0.000018,-0.501028,0.133795,0.330909,0.003350,-0.000414,0.001207
900.931000,-0.294932,0.342829,-0.028220,1.024734,2.958290,-0.082539,-0.000185,0.000198,0.000134,0.000257,0.000485,-0.000016,-0.063536,0.013632,0.307972,0.008415,0.003426,-0.002866
900.933000,-0.294921,0.342818,-0.028237,1.024745,2.958260,-0.082581,-0.000167,0.000182,0.000123,0.000238,0.000434,-0.000014,-0.363035,0.130271,0.324387,0.000132,-0.005297,0.007674
900.935000,-0.294938,0.342853,-0.028210,1.024839,2.958307,-0.082509,-0.000152,0.000168,0.000113,0.000222,0.000393,-0.000013,-0.341124,0.028227,0.317408,-0.007311,-0.009160,-0.001128
900.937000,-0.294923,0.342868,-0.028200,1.024851,2.958295,-0.082444,-0.000139,0.000156,0.000104,0.000208,0.000359,-0.000012,-0.016717,-0.166152,0.222585,0.000086,-0.003673,-0.002591
900.939000,-0.294938,0.342865,-0.028200,1.024799,2.958311,-0.082445,-0.000129,0.000146,0.000097,0.000195,0.000331,-0.000011,0.119450,-0.281215,0.319018,-0.001132,-0.007749,0.001914
900.941000,-0.294947,0.342847,-0.028200,1.024785,2.958325,-0.082510,-0.000120,0.000137,0.000091,0.000184,0.000307,-0.000010,0.218641,-0.306010,0.385935,0.002240,-0.001751,-0.002400
900.943000,-0.294956,0.342843,-0.028200,1.024702,2.958372,-0.082482,-0.000112,0.000129,0.000085,0.000174,0.000286,-0.000009,-0.263306,-0.152548,0.237331,-0.002565,-0.012904,-0.001510
900.945000,-0.294951,0.342867,-0.028200,1.024833,2.958345,-0.082508,-0.000105,0.000122,0.000081,0.000165,0.000268,-0.000008,0.041425,-0.016099,0.210046,-0.003536,-0.001410,-0.003025
900.947000,-0.294935,0.342846,-0.028204,1.024791,2.958342,-0.082482,-0.000099,0.000116,0.000076,0.000157,0.000251,-0.000008,0.118860,-0.188333,0.142845,0.001433,0.000359,-0.001191
900.949000,-0.294941,0.342861,-0.028186,1.024814,2.958352,-0.082455,-0.000093,0.000110,0.000072,0.000149,0.000237,-0.000007,-0.119829,0.213430,0.141670,-0.003719,-0.003472,0.000908
900.951000,-0.294935,0.342860,-0.028189,1.024831,2.958346,-0.082456,-0.000089,0.000105,0.000069,0.000142,0.000225,-0.000007,-0.449208,-0.027750,0.327524,0.000400,-0.012773,0.005658
900.953000,-0.294925,0.342849,-0.028213,1.024783,2.958319,-0.082525,-0.000084,0.000100,0.000066,0.000136,0.000213,-0.000007,-0.281103,-0.039963,0.157011,0.005849,0.001058,0.002148
