,0,1,2,3,4,5,6
0,0.0,-0.295162,0.34279,-0.027783,-0.004193,0.000767,0.01001
1,0.0019999999999527,-0.295178,0.342793,-0.027755,-0.004254,0.000559,0.010476
2,0.004000000000019,-0.295169,0.342782,-0.027749,-0.004314,0.000614,0.010986
3,0.0059999999999718,-0.295184,0.34279,-0.027717,-0.004291,0.000756,0.011581
4,0.0080000000000381,-0.295176,0.342776,-0.027705,-0.004211,0.000548,0.011926
5,0.0099999999999909,-0.295188,0.342768,-0.027684,-0.004246,0.000721,0.012533
6,0.0119999999999436,-0.295218,0.342792,-0.02764,-0.004346,0.000827,0.013241
7,0.01400000000001,-0.295218,0.342786,-0.027624,-0.004388,0.000925,0.014025
8,0.0159999999999627,-0.295234,0.342812,-0.027578,-0.004724,0.00113,0.01474
9,0.0180000000000291,-0.295233,0.342808,-0.027555,-0.00484,0.001751,0.015695
10,0.0199999999999818,-0.295232,0.342812,-0.027525,-0.005143,0.002224,0.016781
11,0.0220000000000482,-0.29526,0.342799,-0.027489,-0.005268,0.002867,0.018064
12,0.0240000000000009,-0.295251,0.342812,-0.027451,-0.005604,0.00357,0.019402
13,0.0259999999999536,-0.295281,0.342799,-0.027414,-0.005929,0.004158,0.020737
14,0.02800000000002,-0.295301,0.342851,-0.027348,-0.006063,0.004827,0.022191
15,0.0299999999999727,-0.295291,0.342844,-0.027321,-0.006446,0.005604,0.023746
16,0.0320000000000391,-0.295314,0.342874,-0.027252,-0.006853,0.006346,0.025404
17,0.0339999999999918,-0.295328,0.342876,-0.027197,-0.007081,0.007066,0.026895
18,0.0359999999999445,-0.295349,0.342887,-0.027146,-0.00731,0.007768,0.028451
19,0.0380000000000109,-0.295349,0.342894,-0.02711,-0.007663,0.008206,0.02944
20,0.0399999999999636,-0.295361,0.342906,-0.027043,-0.00839,0.009071,0.031936
21,0.04200000000003,-0.295377,0.342922,-0.02698,-0.008217,0.009596,0.032359
22,0.0439999999999827,-0.295389,0.342965,-0.026907,-0.008698,0.010241,0.034036
23,0.0460000000000491,-0.295421,0.342959,-0.026836,-0.009238,0.010767,0.035707
24,0.0480000000000018,-0.295445,0.343001,-0.026754,-0.009301,0.011328,0.036653
25,0.0499999999999545,-0.295447,0.343017,-0.02669,-0.009872,0.011776,0.038227
26,0.0520000000000209,-0.295482,0.343027,-0.026607,-0.010114,0.012442,0.039831
27,0.0539999999999736,-0.295507,0.343056,-0.026525,-0.01073,0.012989,0.041733
28,0.05600000000004,-0.295541,0.343097,-0.026418,-0.01121,0.013321,0.043196
29,0.0579999999999927,-0.295553,0.343109,-0.026342,-0.011942,0.014375,0.046293
30,0.0599999999999454,-0.295579,0.343169,-0.026237,-0.012368,0.014367,0.047082
31,0.0620000000000118,-0.29558,0.343159,-0.026158,-0.013061,0.015246,0.049714
32,0.0639999999999645,-0.295611,0.343204,-0.026054,-0.013536,0.015073,0.050464
33,0.0660000000000309,-0.295648,0.343249,-0.025942,-0.014084,0.015301,0.051653
34,0.0679999999999836,-0.295682,0.34327,-0.025835,-0.014614,0.015306,0.052686
35,0.07000000000005,-0.295718,0.343279,-0.025733,-0.015446,0.015129,0.053726
36,0.0720000000000027,-0.295734,0.343313,-0.025619,-0.015933,0.015074,0.05454
37,0.0739999999999554,-0.295789,0.343372,-0.02549,-0.016747,0.014936,0.055645
38,0.0760000000000218,-0.295809,0.343389,-0.02539,-0.017137,0.014843,0.056364
39,0.0779999999999745,-0.295837,0.343423,-0.025259,-0.017791,0.015433,0.058336
40,0.0800000000000409,-0.295902,0.343446,-0.025142,-0.018374,0.014953,0.0585
41,0.0819999999999936,-0.295918,0.343481,-0.025026,-0.01917,0.015343,0.060291
42,0.0839999999999463,-0.295962,0.343508,-0.024896,-0.01986,0.015928,0.062329
43,0.0860000000000127,-0.296008,0.34355,-0.024766,-0.020812,0.016106,0.064074
44,0.0879999999999654,-0.296047,0.34357,-0.024643,-0.0217,0.016335,0.065832
45,0.0900000000000318,-0.29609,0.343622,-0.024503,-0.022549,0.016746,0.067736
46,0.0919999999999845,-0.296149,0.343653,-0.024357,-0.022754,0.017347,0.069141
47,0.0940000000000509,-0.2962,0.3437,-0.024205,-0.023285,0.017877,0.071002
48,0.0960000000000036,-0.296232,0.343721,-0.024083,-0.024172,0.01826,0.073168
49,0.0979999999999563,-0.296264,0.343752,-0.023933,-0.024875,0.01877,0.075663
50,0.1000000000000227,-0.296334,0.343774,-0.023782,-0.025211,0.018974,0.077367
51,0.1019999999999754,-0.296371,0.343794,-0.023627,-0.025429,0.018835,0.078741
52,0.1040000000000418,-0.296429,0.343835,-0.023471,-0.025606,0.018465,0.079606
53,0.1059999999999945,-0.29646,0.343865,-0.023317,-0.025945,0.018464,0.081178
54,0.1079999999999472,-0.296511,0.343903,-0.023159,-0.025852,0.017585,0.081088
55,0.1100000000000136,-0.296568,0.343928,-0.023004,-0.025863,0.016973,0.081674
56,0.1119999999999663,-0.296604,0.343946,-0.02284,-0.025824,0.01607,0.081562
57,0.1140000000000327,-0.296675,0.343985,-0.022656,-0.025923,0.015144,0.081858
58,0.1159999999999854,-0.296716,0.344008,-0.022498,-0.026224,0.014549,0.082639
59,0.1180000000000518,-0.296847,0.344087,-0.022124,-0.026953,0.012897,0.083995
60,0.1200000000000045,-0.2969,0.344106,-0.021945,-0.027602,0.012389,0.085362
61,0.1219999999999572,-0.29697,0.344136,-0.02178,-0.028482,0.012562,0.088117
62,0.1240000000000236,-0.297001,0.344156,-0.02161,-0.029332,0.012698,0.090789
63,0.1259999999999763,-0.297064,0.344202,-0.021409,-0.030274,0.012727,0.09302
64,0.1280000000000427,-0.297129,0.344221,-0.021237,-0.031313,0.013103,0.09626
65,0.1299999999999954,-0.297194,0.344234,-0.021038,-0.032305,0.013676,0.099497
66,0.1319999999999481,-0.297258,0.344248,-0.020847,-0.033116,0.014408,0.103017
67,0.1340000000000145,-0.29732,0.344274,-0.020653,-0.034181,0.013598,0.104443
68,0.1359999999999672,-0.297398,0.34428,-0.020445,-0.034333,0.013382,0.105672
69,0.1380000000000336,-0.297472,0.344305,-0.020243,-0.034194,0.011981,0.104718
