,0,1,2,3,4,5,6
0,0.0,-0.290415,0.33671,-0.022787,-0.002463,0.004172,0.010493
1,0.0,-0.290415,0.33671,-0.022787,-0.002463,0.004172,0.010493
2,0.0019999999999527063,-0.29042,0.336731,-0.022755,-0.002494,0.00441,0.011023
3,0.004000000000019099,-0.290413,0.336721,-0.022739,-0.002601,0.004541,0.011507
4,0.005999999999971806,-0.290405,0.336731,-0.022733,-0.002665,0.004751,0.012103
5,0.008000000000038199,-0.290439,0.336738,-0.022694,-0.002805,0.004861,0.012603
6,0.009999999999990905,-0.290422,0.336728,-0.022686,-0.002901,0.00505,0.013142
7,0.011999999999943611,-0.29043,0.336725,-0.022666,-0.002976,0.005241,0.013677
8,0.014000000000010004,-0.290451,0.336759,-0.02261,-0.003098,0.005425,0.014293
9,0.01599999999996271,-0.290454,0.336762,-0.022591,-0.003214,0.005761,0.015121
10,0.018000000000029104,-0.290454,0.336771,-0.022571,-0.003391,0.00604,0.015931
11,0.01999999999998181,-0.290453,0.336773,-0.022541,-0.003526,0.006355,0.016739
12,0.021999999999934516,-0.290464,0.336793,-0.022496,-0.003663,0.006768,0.017729
13,0.02400000000000091,-0.290471,0.336814,-0.022464,-0.003823,0.007062,0.018538
14,0.025999999999953616,-0.290476,0.336845,-0.022409,-0.004003,0.007572,0.019771
15,0.02800000000002001,-0.290483,0.336821,-0.022377,-0.004186,0.007901,0.020675
16,0.029999999999972715,-0.290495,0.33686,-0.022336,-0.004349,0.008236,0.02156
17,0.03200000000003911,-0.290495,0.336884,-0.022286,-0.004433,0.008376,0.021966
18,0.033999999999991815,-0.290525,0.336899,-0.022235,-0.004665,0.008855,0.023224
19,0.03599999999994452,-0.290536,0.336915,-0.022187,-0.004914,0.009216,0.024291
20,0.038000000000010914,-0.290536,0.33692,-0.022152,-0.004859,0.009089,0.024008
21,0.03999999999996362,-0.290562,0.336941,-0.022098,-0.005034,0.00926,0.024695
22,0.04200000000003001,-0.290563,0.336979,-0.022033,-0.005253,0.009731,0.025927
23,0.04399999999998272,-0.290573,0.336967,-0.021997,-0.005378,0.009589,0.025975
24,0.045999999999935426,-0.290593,0.337019,-0.021911,-0.005702,0.00967,0.026702
25,0.04800000000000182,-0.290603,0.337047,-0.02186,-0.00589,0.009954,0.027526
26,0.049999999999954525,-0.29061,0.337034,-0.021815,-0.006119,0.01027,0.028472
27,0.05200000000002092,-0.290623,0.337087,-0.021747,-0.006491,0.01048,0.029455
28,0.053999999999973625,-0.290643,0.337084,-0.021683,-0.006751,0.010726,0.030325
29,0.05600000000004002,-0.290665,0.337124,-0.021617,-0.007246,0.010777,0.031213
30,0.057999999999992724,-0.290685,0.337149,-0.02154,-0.007474,0.011253,0.032436
31,0.05999999999994543,-0.290698,0.337162,-0.021487,-0.007842,0.011527,0.033528
32,0.06200000000001182,-0.290707,0.337192,-0.02142,-0.008316,0.011455,0.034158
33,0.06399999999996453,-0.290726,0.337205,-0.021353,-0.008898,0.011988,0.036059
34,0.06600000000003092,-0.290732,0.337248,-0.021286,-0.008965,0.011998,0.036198
35,0.06799999999998363,-0.290763,0.337263,-0.02122,-0.009339,0.012373,0.037493
36,0.06999999999993634,-0.29079,0.337279,-0.021141,-0.009617,0.012717,0.038586
37,0.07200000000000273,-0.290811,0.337321,-0.021043,-0.00989,0.013099,0.039744
38,0.07399999999995543,-0.290822,0.337347,-0.020965,-0.010201,0.013306,0.040638
39,0.07600000000002183,-0.290853,0.337384,-0.020864,-0.010519,0.013592,0.041696
40,0.07799999999997453,-0.290878,0.337385,-0.020799,-0.010975,0.01386,0.042931
41,0.08000000000004093,-0.290872,0.33741,-0.020727,-0.01122,0.013925,0.043478
42,0.08199999999999363,-0.290905,0.337455,-0.020625,-0.011609,0.014129,0.044561
43,0.08399999999994634,-0.290929,0.337457,-0.020544,-0.011796,0.014356,0.045297
44,0.08600000000001273,-0.290962,0.337504,-0.020444,-0.012242,0.014355,0.046034
45,0.08799999999996544,-0.290995,0.33752,-0.020345,-0.012622,0.014852,0.047624
46,0.09000000000003183,-0.291014,0.337565,-0.020244,-0.013028,0.015429,0.049365
47,0.09199999999998454,-0.291037,0.337616,-0.020132,-0.013761,0.015956,0.051539
48,0.09399999999993724,-0.291075,0.337632,-0.020037,-0.014306,0.016773,0.053988
49,0.09600000000000364,-0.291098,0.337683,-0.019921,-0.014789,0.017485,0.056127
