timestamp,actual_TCP_pose_0,actual_TCP_pose_1,actual_TCP_pose_2,actual_TCP_pose_3,actual_TCP_pose_4,actual_TCP_pose_5,actual_TCP_speed_0,actual_TCP_speed_1,actual_TCP_speed_2,actual_TCP_speed_3,actual_TCP_speed_4,actual_TCP_speed_5,actual_TCP_force_0,actual_TCP_force_1,actual_TCP_force_2,actual_TCP_force_3,actual_TCP_force_4,actual_TCP_force_5
777.595000,-0.299040,0.342965,-0.019626,-0.608859,-3.055549,-0.104005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.389278,0.040350,-0.206985,0.000376,-0.011989,0.000075
777.597000,-0.299062,0.342987,-0.019615,-0.608808,-3.055493,-0.104045,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.344492,0.156801,-0.168496,-0.002441,-0.010841,0.000760
777.599000,-0.299065,0.342972,-0.019626,-0.608725,-3.055551,-0.104023,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.501614,0.289188,-0.147594,-0.010050,-0.013983,0.004735
777.601000,-0.299061,0.343005,-0.019615,-0.608826,-3.055485,-0.104083,0.000207,-0.000449,-0.001187,-0.002463,-0.001144,0.000002,-0.535542,0.332634,0.074560,-0.010363,-0.018591,0.000951
777.603000,-0.299058,0.342980,-0.019639,-0.608779,-3.055539,-0.103970,0.000187,-0.000404,-0.001068,-0.002215,-0.001029,0.000002,-0.675209,0.239686,-0.066736,-0.001150,-0.015075,0.004630
777.605000,-0.299054,0.342978,-0.019641,-0.608745,-3.055555,-0.103982,0.000132,-0.000285,-0.000753,-0.001563,-0.000726,0.000001,-0.408331,0.463734,-0.009351,-0.006986,-0.005485,-0.000258
777.607000,-0.299061,0.342974,-0.019627,-0.608779,-3.055538,-0.103970,0.000095,-0.000206,-0.000545,-0.001130,-0.000525,0.000001,-0.515932,0.088245,-0.077186,-0.000397,-0.008245,0.002959
777.609000,-0.299055,0.342963,-0.019639,-0.608782,-3.055555,-0.103992,0.000060,-0.000130,-0.000342,-0.000710,-0.000330,0.000001,-0.403358,0.149482,-0.084687,-0.004753,-0.006061,0.004067
777.611000,-0.299062,0.342979,-0.019624,-0.608726,-3.055552,-0.104022,0.000037,-0.000081,-0.000213,-0.000442,-0.000205,0.000000,-0.279677,0.243640,-0.107001,-0.006402,-0.012628,-0.002059
777.613000,-0.299050,0.342981,-0.019637,-0.608835,-3.055535,-0.103983,0.000038,-0.000082,-0.000217,-0.000450,-0.000209,0.000000,-0.033021,-0.142190,-0.186760,0.001669,-0.005924,0.000956
777.615000,-0.299043,0.342962,-0.019647,-0.608787,-3.055579,-0.103948,0.000036,-0.000078,-0.000206,-0.000428,-0.000199,0.000000,-0.272779,0.169229,-0.176240,-0.002469,-0.005913,0.003111
777.617000,-0.299060,0.342981,-0.019628,-0.608764,-3.055553,-0.104034,0.000013,-0.000027,-0.000072,-0.000149,-0.000069,0.000000,-0.385852,0.019070,-0.159604,0.001785,-0.003765,-0.000276
777.619000,-0.299045,0.342966,-0.019636,-0.608840,-3.055552,-0.103977,0.000009,-0.000019,-0.000049,-0.000102,-0.000047,0.000000,-0.273927,0.021001,-0.267233,-0.000747,-0.004445,0.008093
777.621000,-0.299037,0.342943,-0.019650,-0.608824,-3.055577,-0.103907,0.000008,-0.000016,-0.000043,-0.000090,-0.000042,0.000000,0.024006,0.152044,-0.127681,-0.010427,0.000371,0.001376
