5.974499089253185735e-01,8.101045296167243004e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.010928961748632782e-01,8.588850174216023925e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.739526411657558169e-01,8.344947735191635685e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.083788706739525765e-01,8.379790940766547180e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994535519125684164e-01,9.181184668989544884e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666666666666665186e-01,8.623693379790936531e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.120218579234972811e-01,8.693379790940763963e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.974547260465802312e-01,8.101045231017709458e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.010759565356866840e-01,8.588805729387067878e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.737169026778112579e-01,8.344984429766230116e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.083894429324261388e-01,8.379790868235160728e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994668433891253478e-01,9.181210050698533909e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.670047840331134736e-01,8.623792581550747682e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.119280114896182843e-01,8.693378381401942745e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.973694121251805766e-01,8.101046384852521598e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.013759670537440760e-01,8.589592872254837586e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.731355786261921104e-01,8.345051590700856003e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.083886109999268044e-01,8.379790873942666307e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994516580757065283e-01,9.181181052475164694e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.666187796313954861e-01,8.623679330000411092e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.120308729839472051e-01,8.693379926343647313e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.973775662205866865e-01,8.101046211779844297e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.981722282937903534e-01,8.581927447915985718e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.685712442290692170e-01,8.344618278873463524e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.083542513713310340e-01,8.379791109668222049e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994745045176563591e-01,9.181224680565582830e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.671709216718104685e-01,8.623841325412393566e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.119140331099797159e-01,8.693378171451837666e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.941193208229232914e-01,8.101022558255014383e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.935221124554402872e-01,8.575680644866280344e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.642405470031391701e-01,8.347803901613133348e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.085124306807667693e-01,8.379790024472971721e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994083944247270201e-01,9.181098435213317366e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.648077399905115703e-01,8.623405241318918835e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.121490767191586357e-01,8.693381701720149790e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.919735897372951916e-01,8.101067805094590568e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.896646339138029713e-01,8.571785426973065336e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.606598105792307329e-01,8.352986142964641259e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.085448623101723520e-01,8.379789801974526497e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.994573259513751085e-01,9.181191875980753148e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.608258085092623135e-01,8.623546819702131438e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.123287674875828035e-01,8.693384400609212026e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.892304071093260598e-01,8.101132968130493328e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.849594697621440798e-01,8.567808471646183310e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.564840675334848719e-01,8.360398436124416577e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.073623422548859452e-01,8.379795467139393716e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.996134771537813046e-01,9.181490065904274189e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.545923857514311939e-01,8.625162022957042485e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.117237668906055914e-01,8.693376771455461061e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.861774562760454499e-01,8.100695059939483356e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.789449841600868840e-01,8.564057664803714776e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.509781130201477417e-01,8.370578421167357286e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.047629081603421719e-01,8.379792342858440879e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.995211593194398114e-01,9.181313287629587760e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.465620647719604319e-01,8.628903733908610540e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.091328114390426318e-01,8.693362718533017564e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.827007909545655062e-01,8.101625801836083163e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
5.717138129175693972e-01,8.560134157010076406e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.440773642858361736e-01,8.382311931017935036e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
