5.974499089253185735e-01,8.101045296167243004e-01,5.069137336661289593e-03
5.974499089253185735e-01,8.101045296167243004e-01,8.203201065210906362e-03
5.974499089253185735e-01,8.101045296167243004e-01,1.817369099779105393e-02
5.974499089253185735e-01,8.101045296167243004e-01,3.922120889862949072e-02
5.974499089253185735e-01,8.101045296167243004e-01,3.650163249717369024e-02
5.974499089253185735e-01,8.101045296167243004e-01,5.783229290715721782e-02
5.974499089253185735e-01,8.101045296167243004e-01,6.886512907695689634e-02
5.974499089253185735e-01,8.101045296167243004e-01,7.957929518949782843e-02
5.974499089253185735e-01,8.101045296167243004e-01,7.110002794919433045e-02
5.974499089253185735e-01,8.101045296167243004e-01,8.599019683239426948e-02
5.974499089253185735e-01,8.101045296167243004e-01,1.091296603528493503e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.036259780464130337e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.120353625367027650e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.332785333753185031e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.428579538826959261e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.421155334148283267e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.501268104248980606e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.687923379413908687e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.885543582085978387e-01
5.974499089253185735e-01,8.101045296167243004e-01,1.888471475758036755e-01
5.974499089253185735e-01,8.101045296167243004e-01,2.060548247739731886e-01
5.974499089253185735e-01,8.101045296167243004e-01,2.158754732771804297e-01
5.974499089253185735e-01,8.101045296167243004e-01,2.165508957806863144e-01
5.974499089253185735e-01,8.101045296167243004e-01,2.289131115149048989e-01
5.974499089253185735e-01,8.101045296167243004e-01,2.467103435388093846e-01
5.974547260465802312e-01,8.101045231017709458e-01,-4.222699706188178144e-03
5.974547260465802312e-01,8.101045231017709458e-01,4.038692799629180555e-03
5.974547260465802312e-01,8.101045231017709458e-01,2.595604907927492530e-02
5.974547260465802312e-01,8.101045231017709458e-01,3.207474659195230088e-02
5.974547260465802312e-01,8.101045231017709458e-01,4.214661010999650598e-02
5.974547260465802312e-01,8.101045231017709458e-01,5.057184552972387309e-02
5.974547260465802312e-01,8.101045231017709458e-01,6.872922422189702008e-02
5.974547260465802312e-01,8.101045231017709458e-01,7.628060612839543397e-02
5.974547260465802312e-01,8.101045231017709458e-01,8.934385455228328887e-02
5.974547260465802312e-01,8.101045231017709458e-01,9.894273675051268313e-02
5.974547260465802312e-01,8.101045231017709458e-01,9.960590302620875303e-02
5.974547260465802312e-01,8.101045231017709458e-01,1.134195705725031256e-01
5.974547260465802312e-01,8.101045231017709458e-01,1.241613000687324386e-01
