6.270416975021362305e-01,8.472218513488769531e-01,3.347984701395034790e-02,3.847090601921081543e-01,-7.324841618537902832e-01,5.616636276245117188e-01,3.500012397766113281e+00,6.866682052612304688e+00,6.695561885833740234e+00,1.170961380004882812e+00,1.166947007179260254e+00,1.171801447868347168e+00
6.273605823516845703e-01,8.471475839614868164e-01,3.598020225763320923e-02,3.838501870632171631e-01,-7.338983416557312012e-01,5.604035854339599609e-01,3.996388435363769531e+00,7.816606044769287109e+00,7.714588642120361328e+00,1.196142673492431641e+00,1.190115928649902344e+00,1.196370124816894531e+00
6.277301907539367676e-01,8.469906449317932129e-01,3.854220360517501831e-02,3.829387426376342773e-01,-7.353497147560119629e-01,5.591230988502502441e-01,3.804042339324951172e+00,7.448509216308593750e+00,7.319714546203613281e+00,1.183211207389831543e+00,1.173794031143188477e+00,1.182977795600891113e+00
6.281517148017883301e-01,8.467482328414916992e-01,4.117284715175628662e-02,3.819692730903625488e-01,-7.368397712707519531e-01,5.578230619430541992e-01,3.082184791564941406e+00,6.067077636718750000e+00,5.837790012359619141e+00,1.135408043861389160e+00,1.125290870666503906e+00,1.134992957115173340e+00
6.286249756813049316e-01,8.464185595512390137e-01,4.387808963656425476e-02,3.809395134449005127e-01,-7.383682727813720703e-01,5.565045475959777832e-01,3.197321891784667969e+00,6.287417411804199219e+00,6.074158191680908203e+00,1.144515156745910645e+00,1.135717749595642090e+00,1.140264272689819336e+00
6.291469931602478027e-01,8.460018038749694824e-01,4.666154831647872925e-02,3.798506855964660645e-01,-7.399336099624633789e-01,5.551682114601135254e-01,2.411487817764282227e+00,4.783552646636962891e+00,4.460894584655761719e+00,1.067971467971801758e+00,1.062389492988586426e+00,1.057309389114379883e+00
6.297112107276916504e-01,8.454998135566711426e-01,4.952439665794372559e-02,3.787095844745635986e-01,-7.415319681167602539e-01,5.538134574890136719e-01,1.983467698097229004e+00,3.964442729949951172e+00,3.582198381423950195e+00,1.001172423362731934e+00,9.970276951789855957e-01,9.893201589584350586e-01
6.303089857101440430e-01,8.449161648750305176e-01,5.246412754058837891e-02,3.775267302989959717e-01,-7.431582808494567871e-01,5.524394512176513672e-01,1.854466199874877930e+00,3.717569828033447266e+00,3.317367076873779297e+00,9.772130846977233887e-01,9.729684591293334961e-01,9.711096286773681641e-01
6.309299468994140625e-01,8.442561626434326172e-01,5.547528713941574097e-02,3.763156831264495850e-01,-7.448070049285888672e-01,5.510436296463012695e-01,1.411878824234008789e+00,2.870582103729248047e+00,2.408765077590942383e+00,8.534005284309387207e-01,8.502339720726013184e-01,8.533896803855895996e-01
6.315629482269287109e-01,8.435255289077758789e-01,5.854970216751098633e-02,3.750914335250854492e-01,-7.464727759361267090e-01,5.496223568916320801e-01,1.286773681640625000e+00,2.631166458129882812e+00,2.151932716369628906e+00,8.017920255661010742e-01,7.998439073562622070e-01,8.025698065757751465e-01
6.321979761123657227e-01,8.427295088768005371e-01,6.167665123939514160e-02,3.738678693771362305e-01,-7.481513023376464844e-01,5.481718778610229492e-01,1.336441516876220703e+00,2.726216793060302734e+00,2.253897428512573242e+00,8.188115358352661133e-01,8.204761743545532227e-01,8.165508508682250977e-01
6.328249573707580566e-01,8.418744802474975586e-01,6.484452635049819946e-02,3.726588785648345947e-01,-7.498390674591064453e-01,5.466870069503784180e-01,1.161672592163085938e+00,2.391758203506469727e+00,1.895108699798583984e+00,7.303065657615661621e-01,7.369396090507507324e-01,7.250882387161254883e-01
6.334359049797058105e-01,8.409649729728698730e-01,6.804097443819046021e-02,3.714759349822998047e-01,-7.515336275100708008e-01,5.451631546020507812e-01,1.098923683166503906e+00,2.271674394607543945e+00,1.766289472579956055e+00,6.925112605094909668e-01,6.997844576835632324e-01,6.874972581863403320e-01
6.340251564979553223e-01,8.400054574012756348e-01,7.125338912010192871e-02,3.703292310237884521e-01,-7.532332539558410645e-01,5.435953736305236816e-01,1.150732517242431641e+00,2.370821714401245117e+00,1.872649192810058594e+00,7.216755151748657227e-01,7.263672351837158203e-01,7.198705673217773438e-01
6.345877647399902344e-01,8.389993906021118164e-01,7.447044551372528076e-02,3.692267835140228271e-01,-7.549362778663635254e-01,5.419805049896240234e-01,1.097798228263854980e+00,2.269520521163940430e+00,1.763978719711303711e+00,6.896918416023254395e-01,6.921532154083251953e-01,6.915041804313659668e-01
6.351214647293090820e-01,8.379490375518798828e-01,7.768110930919647217e-02,3.681752383708953857e-01,-7.566411495208740234e-01,5.403157472610473633e-01,1.134435534477233887e+00,2.339633941650390625e+00,1.839192867279052734e+00,7.129292488098144531e-01,7.144970297813415527e-01,7.156942486763000488e-01
6.356256604194641113e-01,8.368563652038574219e-01,8.087528496980667114e-02,3.671796619892120361e-01,-7.583460807800292969e-01,5.386003255844116211e-01,1.348118066787719727e+00,2.748562335968017578e+00,2.277868509292602539e+00,8.234150409698486328e-01,8.237165212631225586e-01,8.259905576705932617e-01
6.361002922058105469e-01,8.357220888137817383e-01,8.404388278722763062e-02,3.662436008453369141e-01,-7.600488066673278809e-01,5.368345379829406738e-01,1.556933760643005371e+00,3.148176670074462891e+00,2.706552982330322266e+00,9.052920341491699219e-01,9.045112133026123047e-01,9.074625372886657715e-01
6.365470290184020996e-01,8.345465064048767090e-01,8.717884123325347900e-02,3.653692007064819336e-01,-7.617471814155578613e-01,5.350200533866882324e-01,1.996111869812011719e+00,3.988639831542968750e+00,3.608155965805053711e+00,1.011761307716369629e+00,1.009404301643371582e+00,1.012924075126647949e+00
6.369673609733581543e-01,8.333289623260498047e-01,9.027294814586639404e-02,3.645574450492858887e-01,-7.634385824203491211e-01,5.331597924232482910e-01,3.287948608398437500e+00,6.460851669311523438e+00,6.260209560394287109e+00,1.155292987823486328e+00,1.150527715682983398e+00,1.154607653617858887e+00
