5.279907109137137455e-01,-4.654231404137171846e-01,7.103570296380998794e-01
5.145906942247560067e-01,-4.337043462488389123e-01,7.396600282982385144e-01
5.461490093419328895e-01,-3.835891087604017535e-01,7.447017223259431162e-01
5.775579890257804827e-01,-3.716390725119263494e-01,7.268501696326220562e-01
5.713338076560422474e-01,-3.805330843420751674e-01,7.271672792077181757e-01
5.831534941718654608e-01,-3.305084483770672765e-01,7.420890565063789079e-01
5.592631655880864194e-01,-4.006603732166026943e-01,7.257382289436908884e-01
5.279907034234675445e-01,-4.654231086355328784e-01,7.103570560263541278e-01
5.145910878592799831e-01,-4.337060306267661036e-01,7.396587667930241139e-01
5.461493908584449386e-01,-3.835905705392848031e-01,7.447006895782328773e-01
5.775581320694322951e-01,-3.716410655568015975e-01,7.268490369205102830e-01
5.713342145836961539e-01,-3.805062212740031868e-01,7.271810165411431992e-01
5.831066680636728394e-01,-3.303897698383982395e-01,7.421786938775674081e-01
5.592325314673116665e-01,-4.003639622474616799e-01,7.259253911265092229e-01
5.279907076588530312e-01,-4.654231266046167104e-01,7.103570411050251776e-01
5.145911875969958471e-01,-4.337064574085451873e-01,7.396584471562825946e-01
5.461494208540814688e-01,-3.835906854674533406e-01,7.447006083812208743e-01
5.775579704229352185e-01,-3.716388133177245812e-01,7.268503169406569375e-01
5.713337547746374367e-01,-3.805365735853268871e-01,7.271654947940349167e-01
5.831579921636221853e-01,-3.305198479947843992e-01,7.420804445996386223e-01
5.592584166730585338e-01,-4.006144058590293544e-01,7.257672637964324158e-01
5.279907139607088462e-01,-4.654231533409251553e-01,7.103570189034880134e-01
5.145892811715304660e-01,-4.336982997420300023e-01,7.396645567446366032e-01
5.461478908275424482e-01,-3.835848231794036778e-01,7.447047500661266861e-01
5.775582195109859596e-01,-3.716422839010907753e-01,7.268483444929075832e-01
5.713343653781562947e-01,-3.804962608259215284e-01,7.271861099027068231e-01
5.830996929968200737e-01,-3.303720913310361773e-01,7.421920434069416705e-01
5.592549806817744829e-01,-4.005811510408180398e-01,7.257882666545671935e-01
5.279906760391358533e-01,-4.654229924545291719e-01,7.103571525017592370e-01
5.145975887194065290e-01,-4.337338481498799192e-01,7.396379321352234415e-01
5.461547339746738450e-01,-3.836110427045064108e-01,7.446862255152935095e-01
5.775574593552695868e-01,-3.716316927296555161e-01,7.268543637496971410e-01
5.713328679951252820e-01,-3.805950277341154653e-01,7.271355986420501294e-01
5.832407948711986201e-01,-3.307531057304439748e-01,7.419114221035273404e-01
5.592308101069357607e-01,-4.003473145984057791e-01,7.259358984931008063e-01
5.279905639798396777e-01,-4.654225170308119996e-01,7.103575472879514185e-01
5.145936066334773074e-01,-4.337168085760219616e-01,7.396506945650630493e-01
5.461536735524215036e-01,-3.836069796879097993e-01,7.446890962004979464e-01
5.775583616080790517e-01,-3.716442637909108115e-01,7.268472192475550209e-01
5.713327302917581285e-01,-3.806040950250139110e-01,7.271309607956156773e-01
5.835279026624445864e-01,-3.316747725034077110e-01,7.412739251445318311e-01
5.592893656544827286e-01,-4.008612959517558472e-01,7.256070747130880516e-01
5.279909027696726431e-01,-4.654239543835519410e-01,7.103563537256799565e-01
5.145582924749276810e-01,-4.335656997984715377e-01,7.397638458342962187e-01
5.461213802232438574e-01,-3.834832488787118798e-01,7.447765006312209168e-01
5.775600127376325776e-01,-3.716672710879134756e-01,7.268341429023331690e-01
5.713363383798253370e-01,-3.803656449318474353e-01,7.272528890298844972e-01
5.839042053429260859e-01,-3.332699951149815654e-01,7.402614331024587324e-01
5.595281703019580055e-01,-4.026036557388907866e-01,7.244573990402911612e-01
5.279912287274746152e-01,-4.654253372953690571e-01,7.103552053658390708e-01
5.146092637882175858e-01,-4.337837927364879276e-01,7.396005183763032509e-01
5.461528008347782404e-01,-3.836036828099029239e-01,7.446914345384983980e-01
5.775574395041698228e-01,-3.716314161542502159e-01,7.268545209328847179e-01
5.713390752134331896e-01,-3.801835518052585905e-01,7.273459479992976373e-01
5.842888031405151228e-01,-3.354601843621791701e-01,7.389675630447638532e-01
5.601142667928975527e-01,-4.061784896334539874e-01,7.220048771955357436e-01
5.279897397136773529e-01,-4.654190199935189232e-01,7.103604511692325207e-01
5.148707953398702353e-01,-4.349021750653296881e-01,7.387612349260987976e-01
5.463693499029665945e-01,-3.844397216893974401e-01,7.441012255560315314e-01
5.775508280598036226e-01,-3.715393246487208589e-01,7.269068518366074150e-01
5.713263037410825085e-01,-3.809526966770110379e-01,7.269534356119831120e-01
5.847120853059555312e-01,-3.381039920176367453e-01,7.374262457214949551e-01
5.612284416567235867e-01,-4.121814686427144880e-01,7.177249286342926027e-01
5.279890023679584266e-01,-4.654158917274359153e-01,7.103630488039502922e-01
5.152545295138404313e-01,-4.365406752777477584e-01,7.375262765783460184e-01
5.466942272099573064e-01,-3.857196593956339625e-01,7.431996813044415839e-01
5.775576329472619230e-01,-3.716357804516055574e-01,7.268521357968770191e-01
5.712727248149891413e-01,-3.833072313870308778e-01,7.257568740624278369e-01
5.852756440840105601e-01,-3.411810682435848507e-01,7.355595823005863787e-01
