6.507993936538696289e-01,8.792409300804138184e-01,3.029990941286087036e-02,6.572932004928588867e-01,-4.456592500209808350e-01,6.077445745468139648e-01,1.319725394248962402e+00,1.446701526641845703e+00,8.800779581069946289e-01,5.574421286582946777e-01,5.608937740325927734e-01,5.633330345153808594e-01
6.500293612480163574e-01,8.752508759498596191e-01,3.148047626018524170e-02,6.574608683586120605e-01,-4.471191763877868652e-01,6.064895391464233398e-01,1.500006437301635742e+00,1.582337379455566406e+00,9.488444328308105469e-01,6.203459501266479492e-01,6.220449209213256836e-01,6.226736903190612793e-01
6.490771174430847168e-01,8.702375292778015137e-01,3.259430825710296631e-02,6.575116515159606934e-01,-4.484974741935729980e-01,6.054159402847290039e-01,2.245498418807983398e+00,2.143213987350463867e+00,1.233205318450927734e+00,7.898741960525512695e-01,8.012365698814392090e-01,7.894800901412963867e-01
6.480816006660461426e-01,8.641698956489562988e-01,3.372817486524581909e-02,6.575696468353271484e-01,-4.496752619743347168e-01,6.044784784317016602e-01,2.397657632827758789e+00,2.257692098617553711e+00,1.291244983673095703e+00,8.156676888465881348e-01,8.364796638488769531e-01,8.242091536521911621e-01
6.471682786941528320e-01,8.569458127021789551e-01,3.496674448251724243e-02,6.577622890472412109e-01,-4.505152106285095215e-01,6.036428809165954590e-01,2.040424346923828125e+00,1.988924980163574219e+00,1.154981732368469238e+00,7.500534057617187500e-01,7.701936960220336914e-01,7.618201971054077148e-01
6.463996767997741699e-01,8.484833836555480957e-01,3.635434061288833618e-02,6.581559181213378906e-01,-4.509393274784088135e-01,6.028968095779418945e-01,2.309882164001464844e+00,2.191653490066528320e+00,1.257763862609863281e+00,7.937969565391540527e-01,8.147740960121154785e-01,8.053337931632995605e-01
6.457861661911010742e-01,8.388448357582092285e-01,3.787620365619659424e-02,6.587246656417846680e-01,-4.509799182415008545e-01,6.022449135780334473e-01,4.991295337677001953e+00,4.209035873413085938e+00,2.280563354492187500e+00,1.033248186111450195e+00,1.062480926513671875e+00,1.040974497795104980e+00
6.453425884246826172e-01,8.281792998313903809e-01,3.948114812374114990e-02,6.593947410583496094e-01,-4.507142305374145508e-01,6.017102599143981934e-01,4.841894149780273438e+00,4.096632480621337891e+00,2.223575830459594727e+00,1.027854561805725098e+00,1.057094454765319824e+00,1.025357007980346680e+00
6.451168656349182129e-01,8.165748715400695801e-01,4.111532866954803467e-02,6.601079106330871582e-01,-4.501704573631286621e-01,6.013352274894714355e-01,2.829451799392700195e+00,2.582555770874023438e+00,1.455948829650878906e+00,8.714287281036376953e-01,8.948103189468383789e-01,8.635284304618835449e-01
6.451370716094970703e-01,8.039811253547668457e-01,4.273601621389389038e-02,6.608438491821289062e-01,-4.493040740489959717e-01,6.011748313903808594e-01,3.681976318359375000e+00,3.223959207534790039e+00,1.781136274337768555e+00,9.571239948272705078e-01,9.830873608589172363e-01,9.550442099571228027e-01
6.453237533569335938e-01,7.902197837829589844e-01,4.431744664907455444e-02,6.616204380989074707e-01,-4.480172097682952881e-01,6.012810468673706055e-01,2.812760591506958008e+00,2.569998025894165039e+00,1.449582099914550781e+00,8.776450753211975098e-01,8.934255838394165039e-01,8.780772089958190918e-01
