-7.415373325347900391e-01,-8.005087971687316895e-01,3.666733950376510620e-02,-6.456937193870544434e-01,-7.616357803344726562e-01,-5.468542873859405518e-02,2.365798950195312500e+00,1.856500864028930664e+00,2.230587482452392578e+00,7.680776715278625488e-01,7.415159940719604492e-01,7.487626671791076660e-01
-7.414960265159606934e-01,-8.001248240470886230e-01,3.694023936986923218e-02,-6.463416814804077148e-01,-7.610310316085815430e-01,-5.544620007276535034e-02,2.936580419540405273e+00,2.169882535934448242e+00,2.903506278991699219e+00,8.992367386817932129e-01,8.704624176025390625e-01,8.754085898399353027e-01
-7.414321303367614746e-01,-7.997016906738281250e-01,3.721659630537033081e-02,-6.470036506652832031e-01,-7.604107260704040527e-01,-5.623061582446098328e-02,3.861984968185424805e+00,2.677966356277465820e+00,3.994505882263183594e+00,1.020527482032775879e+00,9.921488761901855469e-01,9.928569793701171875e-01
-7.413427829742431641e-01,-7.992380857467651367e-01,3.749738633632659912e-02,-6.476812362670898438e-01,-7.597737908363342285e-01,-5.703338235616683960e-02,4.186815261840820312e+00,2.856311082839965820e+00,4.377462387084960938e+00,1.046139597892761230e+00,1.022003412246704102e+00,1.019068479537963867e+00
-7.412266731262207031e-01,-7.987328171730041504e-01,3.778328746557235718e-02,-6.483749747276306152e-01,-7.591201066970825195e-01,-5.785004422068595886e-02,3.723264932632446289e+00,2.601803779602050781e+00,3.830963134765625000e+00,9.995953440666198730e-01,9.800965189933776855e-01,9.758382439613342285e-01
-7.410822510719299316e-01,-7.981851696968078613e-01,3.807498514652252197e-02,-6.490858197212219238e-01,-7.584488391876220703e-01,-5.867622047662734985e-02,3.458704948425292969e+00,2.456549644470214844e+00,3.519062042236328125e+00,9.679166078567504883e-01,9.505198001861572266e-01,9.460458159446716309e-01
-7.409079074859619141e-01,-7.975945472717285156e-01,3.837332874536514282e-02,-6.498145461082458496e-01,-7.577599883079528809e-01,-5.950583145022392273e-02,3.704127550125122070e+00,2.591296434402465820e+00,3.808401107788085938e+00,9.971016049385070801e-01,9.786552190780639648e-01,9.739549756050109863e-01
-7.407022118568420410e-01,-7.969604134559631348e-01,3.867883235216140747e-02,-6.505610942840576172e-01,-7.570536136627197266e-01,-6.033396348357200623e-02,4.766345024108886719e+00,3.174496173858642578e+00,5.060696125030517578e+00,1.086596727371215820e+00,1.064134955406188965e+00,1.058884024620056152e+00
-7.404646277427673340e-01,-7.962825298309326172e-01,3.899221867322921753e-02,-6.513257026672363281e-01,-7.563298940658569336e-01,-6.115452200174331665e-02,7.768686294555664062e+00,4.822900772094726562e+00,8.600286483764648438e+00,1.202189207077026367e+00,1.173899412155151367e+00,1.167879104614257812e+00
-7.401946187019348145e-01,-7.955611348152160645e-01,3.931386768817901611e-02,-6.521081328392028809e-01,-7.555896639823913574e-01,-6.196220219135284424e-02,1.677519798278808594e+01,9.767833709716796875e+00,1.921845436096191406e+01,1.296442389488220215e+00,1.262899518013000488e+00,1.256196975708007812e+00
-7.398915290832519531e-01,-7.947957515716552734e-01,3.964430838823318481e-02,-6.529075503349304199e-01,-7.548338174819946289e-01,-6.275056302547454834e-02,4.432905578613281250e+01,2.489599800109863281e+01,5.170289611816406250e+01,1.345450401306152344e+00,1.309015989303588867e+00,1.301948308944702148e+00
-7.395557761192321777e-01,-7.939866185188293457e-01,3.998378664255142212e-02,-6.537227034568786621e-01,-7.540639638900756836e-01,-6.351441144943237305e-02,6.476386260986328125e+01,3.611551666259765625e+01,7.579438018798828125e+01,1.354833722114562988e+00,1.317915678024291992e+00,1.310834765434265137e+00
-7.391869425773620605e-01,-7.931330800056457520e-01,4.033261537551879883e-02,-6.545525789260864258e-01,-7.532815933227539062e-01,-6.424791365861892700e-02,3.029811859130859375e+01,1.719245529174804688e+01,3.516121292114257812e+01,1.332123160362243652e+00,1.296830177307128906e+00,1.290106773376464844e+00
