7.623224258422851562e-01,8.746867179870605469e-01,-6.639001369476318359e-01,-1.163224205374717712e-01,7.387189865112304688e-01,1.133461475372314453e+00,1.153442025184631348e+00,5.377949476242065430e-01,5.362656712532043457e-01,5.351642370223999023e-01
7.625104188919067383e-01,8.748277425765991211e-01,-6.639925837516784668e-01,-1.165300086140632629e-01,7.386031150817871094e-01,1.104833006858825684e+00,1.118761539459228516e+00,5.207118391990661621e-01,5.188570022583007812e-01,5.178865790367126465e-01
7.626683712005615234e-01,8.749488592147827148e-01,-6.640672683715820312e-01,-1.166681051254272461e-01,7.385141849517822266e-01,1.093085408210754395e+00,1.104530572891235352e+00,5.131830573081970215e-01,5.111453533172607422e-01,5.099978446960449219e-01
7.627962231636047363e-01,8.750510215759277344e-01,-6.641242504119873047e-01,-1.167370453476905823e-01,7.384520173072814941e-01,1.088662862777709961e+00,1.099173069000244141e+00,5.099807381629943848e-01,5.077227950096130371e-01,5.061918497085571289e-01
7.628942728042602539e-01,8.751342296600341797e-01,-6.641637682914733887e-01,-1.167372018098831177e-01,7.384164333343505859e-01,1.085162639617919922e+00,1.094933032989501953e+00,5.073557496070861816e-01,5.047104954719543457e-01,5.026763081550598145e-01
7.629625201225280762e-01,8.751993179321289062e-01,-6.641860008239746094e-01,-1.166690289974212646e-01,7.384071946144104004e-01,1.079257249832153320e+00,1.087779164314270020e+00,5.033422708511352539e-01,5.000994205474853516e-01,4.975431859493255615e-01
7.630011439323425293e-01,8.752465248107910156e-01,-6.641910076141357422e-01,-1.165328025817871094e-01,7.384241819381713867e-01,1.071214437484741211e+00,1.078036069869995117e+00,4.981084764003753662e-01,4.941117465496063232e-01,4.910911023616790771e-01
7.630097866058349609e-01,8.752769231796264648e-01,-6.641789674758911133e-01,-1.163291856646537781e-01,7.384671568870544434e-01,1.064028382301330566e+00,1.069330930709838867e+00,4.934932887554168701e-01,4.887030422687530518e-01,4.853183329105377197e-01
7.629882097244262695e-01,8.752903938293457031e-01,-6.641499996185302734e-01,-1.160587072372436523e-01,7.385358214378356934e-01,1.062247514724731445e+00,1.067173719406127930e+00,4.923646152019500732e-01,4.868642687797546387e-01,4.832078516483306885e-01
7.629361152648925781e-01,8.752877712249755859e-01,-6.641041636466979980e-01,-1.157217845320701599e-01,7.386299371719360352e-01,1.070564031600952148e+00,1.077248096466064453e+00,4.976556599140167236e-01,4.916176795959472656e-01,4.877373874187469482e-01
7.628527283668518066e-01,8.752690553665161133e-01,-6.640416383743286133e-01,-1.153193414211273193e-01,7.387490272521972656e-01,1.094318628311157227e+00,1.106024503707885742e+00,5.123367309570312500e-01,5.060032010078430176e-01,5.018887519836425781e-01
7.627373933792114258e-01,8.752354383468627930e-01,-6.639626622200012207e-01,-1.148516610264778137e-01,7.388929724693298340e-01,1.140329718589782715e+00,1.161762118339538574e+00,5.393031835556030273e-01,5.330016016960144043e-01,5.285550951957702637e-01
7.625891566276550293e-01,8.751864433288574219e-01,-6.638671755790710449e-01,-1.143198385834693909e-01,7.390611171722412109e-01,1.219221472740173340e+00,1.257331371307373047e+00,5.816002488136291504e-01,5.758185982704162598e-01,5.708218812942504883e-01
7.624069452285766602e-01,8.751233816146850586e-01,-6.637554764747619629e-01,-1.137244477868080139e-01,7.392532229423522949e-01,1.346684932708740234e+00,1.411740064620971680e+00,6.411401033401489258e-01,6.366245150566101074e-01,6.307177543640136719e-01
7.621896266937255859e-01,8.750461339950561523e-01,-6.636278033256530762e-01,-1.130664050579071045e-01,7.394688725471496582e-01,1.552991747856140137e+00,1.661659479141235352e+00,7.197762727737426758e-01,7.177001237869262695e-01,7.102741599082946777e-01
7.619357705116271973e-01,8.749551773071289062e-01,-6.634840965270996094e-01,-1.123466789722442627e-01,7.397074103355407715e-01,1.891970753669738770e+00,2.072297573089599609e+00,8.162827491760253906e-01,8.183093070983886719e-01,8.084796071052551270e-01
7.616436481475830078e-01,8.748513460159301758e-01,-6.633247733116149902e-01,-1.115662083029747009e-01,7.399684190750122070e-01,2.463926315307617188e+00,2.765162706375122070e+00,9.247348308563232422e-01,9.328193068504333496e-01,9.195075631141662598e-01
7.613115310668945312e-01,8.747342824935913086e-01,-6.631500124931335449e-01,-1.107262149453163147e-01,7.402511239051818848e-01,3.473705053329467773e+00,3.988405227661132812e+00,1.035182833671569824e+00,1.051054239273071289e+00,1.033238172531127930e+00
7.609370350837707520e-01,8.746050596237182617e-01,-6.629600524902343750e-01,-1.098277792334556580e-01,7.405551075935363770e-01,5.324208259582519531e+00,6.230098724365234375e+00,1.133977770805358887e+00,1.158285737037658691e+00,1.135494589805603027e+00
7.605180144309997559e-01,8.744635581970214844e-01,-6.627551317214965820e-01,-1.088721752166748047e-01,7.408795952796936035e-01,8.729362487792968750e+00,1.035509109497070312e+01,1.209459185600280762e+00,1.241294384002685547e+00,1.213964939117431641e+00
7.600516676902770996e-01,8.743104934692382812e-01,-6.625355482101440430e-01,-1.078608781099319458e-01,7.412237524986267090e-01,1.436283588409423828e+01,1.717946052551269531e+01,1.256998300552368164e+00,1.294293045997619629e+00,1.263612270355224609e+00
7.595351338386535645e-01,8.741465806961059570e-01,-6.623018383979797363e-01,-1.067954972386360168e-01,7.415867447853088379e-01,2.072870826721191406e+01,2.489105606079101562e+01,1.279738187789916992e+00,1.320212364196777344e+00,1.287573695182800293e+00
7.589648962020874023e-01,8.739718198776245117e-01,-6.620541214942932129e-01,-1.056775972247123718e-01,7.419680356979370117e-01,2.363351440429687500e+01,2.840992927551269531e+01,1.285719871520996094e+00,1.327646255493164062e+00,1.294144868850708008e+00
7.583372592926025391e-01,8.737868070602416992e-01,-6.617929339408874512e-01,-1.045091152191162109e-01,7.423664331436157227e-01,2.301015090942382812e+01,2.765478897094726562e+01,1.284039497375488281e+00,1.326458930969238281e+00,1.292703866958618164e+00
7.576480507850646973e-01,8.735920190811157227e-01,-6.615187525749206543e-01,-1.032921150326728821e-01,7.427809834480285645e-01,2.226557540893554688e+01,2.675281333923339844e+01,1.282232284545898438e+00,1.324795007705688477e+00,1.290976166725158691e+00
7.568928599357604980e-01,8.733879327774047852e-01,-6.612322330474853516e-01,-1.020286902785301208e-01,7.432105541229248047e-01,2.348969459533691406e+01,2.823570823669433594e+01,1.284877538681030273e+00,1.327583074569702148e+00,1.293636083602905273e+00
7.560661435127258301e-01,8.731750249862670898e-01,-6.609339118003845215e-01,-1.007213741540908813e-01,7.436541318893432617e-01,2.835988235473632812e+01,3.413543701171875000e+01,1.293294310569763184e+00,1.336272716522216797e+00,1.302040338516235352e+00
7.551627159118652344e-01,8.729541301727294922e-01,-6.606244444847106934e-01,-9.937261044979095459e-02,7.441105246543884277e-01,4.011819458007812500e+01,4.837941741943359375e+01,1.305272936820983887e+00,1.348618745803833008e+00,1.313995003700256348e+00
7.541760206222534180e-01,8.727253675460815430e-01,-6.603045463562011719e-01,-9.798539429903030396e-02,7.445783019065856934e-01,6.796040344238281250e+01,8.210737609863281250e+01,1.317187309265136719e+00,1.360894680023193359e+00,1.325884461402893066e+00
7.530993819236755371e-01,8.724900484085083008e-01,-6.599749922752380371e-01,-9.656280279159545898e-02,7.450561523437500000e-01,1.386454162597656250e+02,1.677349548339843750e+02,1.325988292694091797e+00,1.369962334632873535e+00,1.334669589996337891e+00
7.519250512123107910e-01,8.722481727600097656e-01,-6.596367359161376953e-01,-9.510816633701324463e-02,7.455425858497619629e-01,3.194671936035156250e+02,3.867818908691406250e+02,1.330794811248779297e+00,1.374915242195129395e+00,1.339475750923156738e+00
7.506448626518249512e-01,8.720010519027709961e-01,-6.592907309532165527e-01,-9.362500905990600586e-02,7.460363507270812988e-01,5.988494873046875000e+02,7.252246093750000000e+02,1.332516908645629883e+00,1.376691222190856934e+00,1.341213822364807129e+00
7.492495775222778320e-01,8.717494010925292969e-01,-6.589379906654357910e-01,-9.211747348308563232e-02,7.465353608131408691e-01,6.248795776367187500e+02,7.567573852539062500e+02,1.332598686218261719e+00,1.376778125762939453e+00,1.341321945190429688e+00
7.477296590805053711e-01,8.714939355850219727e-01,-6.585797071456909180e-01,-9.058947861194610596e-02,7.470384240150451660e-01,5.208311767578125000e+02,6.307135009765625000e+02,1.332221388816833496e+00,1.376391530036926270e+00,1.340968370437622070e+00
7.460739612579345703e-01,8.712358474731445312e-01,-6.582171916961669922e-01,-8.904578536748886108e-02,7.475433349609375000e-01,4.948020324707031250e+02,5.991819458007812500e+02,1.332104086875915527e+00,1.376269102096557617e+00,1.340856790542602539e+00
7.442709803581237793e-01,8.709760904312133789e-01,-6.578515172004699707e-01,-8.749108761548995972e-02,7.480485439300537109e-01,5.580573730468750000e+02,6.758092041015625000e+02,1.332383036613464355e+00,1.376545310020446777e+00,1.341120600700378418e+00
7.423080205917358398e-01,8.707154989242553711e-01,-6.574843525886535645e-01,-8.593074232339859009e-02,7.485520839691162109e-01,5.883054809570312500e+02,7.124516601562500000e+02,1.332520842552185059e+00,1.376652359962463379e+00,1.341240644454956055e+00
7.401714920997619629e-01,8.704553842544555664e-01,-6.571170687675476074e-01,-8.437014371156692505e-02,7.490518689155578613e-01,3.978434753417968750e+02,4.817266235351562500e+02,1.331633448600769043e+00,1.375654935836791992e+00,1.340361237525939941e+00
